experiment_id,num_layers,layer_position,layer_type,fronting_sld,fronting_roughness,backing_sld,backing_roughness,sld,thickness,roughness
s000190,1,1,deposited_layer,3.5e-06,4.86,1.29978e-05,0.0,1.01585e-05,316.86,76.33
s000191,1,1,deposited_layer,3.5e-06,4.29,1.46449e-05,0.0,1.5553e-06,853.17,134.52
s000192,0,0,substrate_interface,4.32e-06,7.46,7.95082e-06,0.0,,,
s000193,1,1,deposited_layer,0.0,1.38,5.66521e-06,0.0,1.47111e-05,623.81,48.01
s000194,2,1,deposited_layer,3.5e-06,2.69,1.33432e-06,0.0,1.03853e-05,967.14,119.56
s000194,2,2,deposited_layer,3.5e-06,2.69,1.33432e-06,0.0,5.40592e-06,412.73,9.49
s000195,2,1,deposited_layer,4.32e-06,8.29,-2.78835e-07,0.0,1.01699e-05,39.02,6.76
s000195,2,2,deposited_layer,4.32e-06,8.29,-2.78835e-07,0.0,1.89643e-06,789.64,149.43
s000196,0,0,substrate_interface,0.0,3.13,5.06662e-06,0.0,,,
s000197,2,1,deposited_layer,3.5e-06,6.52,2.16085e-06,0.0,6.89701e-06,217.85,30.54
s000197,2,2,deposited_layer,3.5e-06,6.52,2.16085e-06,0.0,1.25284e-05,1115.08,86.28
s000198,0,0,substrate_interface,3.5e-06,3.36,1.26804e-05,0.0,,,
s000199,1,1,deposited_layer,4.32e-06,3.91,8.09944e-06,0.0,1.20405e-05,908.69,195.21
s000200,0,0,substrate_interface,2.07e-06,7.47,7.49432e-06,0.0,,,
s000201,2,1,deposited_layer,4.32e-06,1.95,1.20504e-05,0.0,1.17262e-06,905.05,147.54
s000201,2,2,deposited_layer,4.32e-06,1.95,1.20504e-05,0.0,6.6228e-06,390.52,40.17
s000202,1,1,deposited_layer,3.5e-06,3.63,5.33116e-06,0.0,1.97309e-06,693.54,153.15
s000203,1,1,deposited_layer,3.5e-06,3.56,7.49912e-06,0.0,4.06483e-06,197.17,47.83
s000204,2,1,deposited_layer,4.32e-06,9.57,8.57547e-06,0.0,2.24522e-06,90.04,15.26
s000204,2,2,deposited_layer,4.32e-06,9.57,8.57547e-06,0.0,1.64555e-06,650.5,142.04
s000205,0,0,substrate_interface,2.07e-06,9.84,4.44893e-06,0.0,,,
s000206,0,0,substrate_interface,4.32e-06,8.31,3.79615e-06,0.0,,,
s000207,0,0,substrate_interface,4.32e-06,9.45,2.44163e-06,0.0,,,
s000208,1,1,deposited_layer,4.32e-06,8.94,1.38271e-05,0.0,1.43014e-05,1107.7,1.44
s000209,2,1,deposited_layer,3.5e-06,6.42,7.88194e-06,0.0,1.04831e-05,804.08,32.76
s000209,2,2,deposited_layer,3.5e-06,6.42,7.88194e-06,0.0,1.13525e-05,450.94,34.51
s000210,2,1,deposited_layer,0.0,5.25,2.74125e-06,0.0,3.35915e-06,710.32,18.4
s000210,2,2,deposited_layer,0.0,5.25,2.74125e-06,0.0,1.30043e-05,766.45,60.13
s000211,2,1,deposited_layer,4.32e-06,6.03,5.40559e-06,0.0,8.33681e-06,987.64,165.77
s000211,2,2,deposited_layer,4.32e-06,6.03,5.40559e-06,0.0,2.01443e-06,468.79,104.27
s000212,2,1,deposited_layer,3.5e-06,9.35,3.18595e-06,0.0,3.68076e-06,323.09,22.32
s000212,2,2,deposited_layer,3.5e-06,9.35,3.18595e-06,0.0,1.90251e-06,390.36,2.46
s000213,2,1,deposited_layer,0.0,6.83,1.46818e-05,0.0,2.09421e-06,170.58,31.74
s000213,2,2,deposited_layer,0.0,6.83,1.46818e-05,0.0,1.1627e-05,924.99,26.1
s000214,0,0,substrate_interface,2.07e-06,1.48,1.02106e-05,0.0,,,
s000215,2,1,deposited_layer,0.0,2.27,4.20036e-06,0.0,1.2906e-05,665.24,8.62
s000215,2,2,deposited_layer,0.0,2.27,4.20036e-06,0.0,1.1845e-05,484.57,67.72
s000216,0,0,substrate_interface,0.0,7.93,1.36838e-05,0.0,,,
s000217,2,1,deposited_layer,4.32e-06,4.06,8.28858e-06,0.0,1.25331e-05,560.2,2.11
s000217,2,2,deposited_layer,4.32e-06,4.06,8.28858e-06,0.0,7.15223e-06,240.92,3.71
s000218,0,0,substrate_interface,3.5e-06,5.24,1.16265e-06,0.0,,,
s000219,1,1,deposited_layer,4.32e-06,9.45,4.88959e-06,0.0,8.00168e-06,363.63,4.3
s000220,2,1,deposited_layer,3.5e-06,2.56,1.16366e-05,0.0,1.59639e-06,302.82,66.2
s000220,2,2,deposited_layer,3.5e-06,2.56,1.16366e-05,0.0,7.12196e-06,271.86,61.81
s000221,1,1,deposited_layer,4.32e-06,7.02,1.29172e-05,0.0,1.40574e-05,1150.65,108.53
s000222,0,0,substrate_interface,0.0,7.04,1.16797e-06,0.0,,,
s000223,0,0,substrate_interface,3.5e-06,6.24,1.26734e-07,0.0,,,
s000224,1,1,deposited_layer,3.5e-06,6.64,6.96836e-06,0.0,9.40305e-06,1374.36,273.1
s000225,0,0,substrate_interface,3.5e-06,3.34,6.5783e-06,0.0,,,
s000226,1,1,deposited_layer,3.5e-06,5.08,3.21484e-06,0.0,3.71713e-06,52.5,12.62
s000227,0,0,substrate_interface,2.07e-06,1.89,7.00829e-06,0.0,,,
s000228,0,0,substrate_interface,4.32e-06,2.29,3.0082e-06,0.0,,,
s000229,1,1,deposited_layer,3.5e-06,5.03,1.48792e-05,0.0,9.33512e-06,691.79,12.48
s000230,0,0,substrate_interface,0.0,4.43,1.14929e-06,0.0,,,
s000231,1,1,deposited_layer,0.0,6.08,1.49883e-05,0.0,8.11974e-06,396.3,34.91
s000232,2,1,deposited_layer,0.0,1.86,3.44742e-06,0.0,1.27201e-05,844.61,50.9
s000232,2,2,deposited_layer,0.0,1.86,3.44742e-06,0.0,1.23668e-05,481.17,72.26
s000233,2,1,deposited_layer,0.0,2.94,7.60577e-06,0.0,1.21175e-05,807.97,80.66
s000233,2,2,deposited_layer,0.0,2.94,7.60577e-06,0.0,5.98534e-06,393.23,83.62
s000234,1,1,deposited_layer,0.0,6.89,8.09157e-06,0.0,1.41318e-05,488.24,48.49
s000235,0,0,substrate_interface,0.0,8.97,4.14464e-06,0.0,,,
s000236,1,1,deposited_layer,3.5e-06,8.06,5.78104e-06,0.0,9.55154e-06,1437.05,148.3
s000237,1,1,deposited_layer,2.07e-06,2.88,1.07017e-05,0.0,6.71728e-06,621.19,138.27
s000238,2,1,deposited_layer,2.07e-06,7.48,-1.29172e-07,0.0,7.36548e-06,408.27,62.53
s000238,2,2,deposited_layer,2.07e-06,7.48,-1.29172e-07,0.0,1.41403e-05,251.57,31.17
s000239,1,1,deposited_layer,2.07e-06,9.72,7.57586e-06,0.0,2.81171e-06,1284.35,143.04
s000240,2,1,deposited_layer,0.0,5.6,1.11807e-05,0.0,6.1903e-06,643.87,156.59
s000240,2,2,deposited_layer,0.0,5.6,1.11807e-05,0.0,3.32607e-06,827.37,170.39
s000241,1,1,deposited_layer,4.32e-06,1.06,4.72104e-06,0.0,6.50953e-06,883.53,209.94
s000242,2,1,deposited_layer,2.07e-06,9.24,2.50348e-06,0.0,2.36874e-06,684.1,80.3
s000242,2,2,deposited_layer,2.07e-06,9.24,2.50348e-06,0.0,2.50689e-06,270.73,57.22
s000243,1,1,deposited_layer,2.07e-06,9.31,2.88965e-06,0.0,8.55311e-06,1157.1,5.87
s000244,2,1,deposited_layer,4.32e-06,9.5,1.18831e-05,0.0,1.13221e-05,942.94,62.22
s000244,2,2,deposited_layer,4.32e-06,9.5,1.18831e-05,0.0,2.07785e-06,492.88,99.03
s000245,0,0,substrate_interface,2.07e-06,5.75,1.17815e-05,0.0,,,
s000246,1,1,deposited_layer,2.07e-06,5.96,-8.8954e-08,0.0,1.19901e-05,1183.27,93.67
s000247,0,0,substrate_interface,0.0,5.64,3.26205e-06,0.0,,,
s000248,1,1,deposited_layer,0.0,2.74,8.56904e-06,0.0,8.40104e-06,1090.84,27.58
s000249,1,1,deposited_layer,0.0,4.16,5.38688e-06,0.0,3.39051e-06,40.91,1.39
s000250,0,0,substrate_interface,4.32e-06,9.71,8.51064e-06,0.0,,,
s000251,0,0,substrate_interface,2.07e-06,3.32,1.10012e-05,0.0,,,
s000252,0,0,substrate_interface,4.32e-06,1.4,7.77134e-06,0.0,,,
s000253,0,0,substrate_interface,4.32e-06,9.94,7.91028e-06,0.0,,,
s000254,0,0,substrate_interface,2.07e-06,3.69,8.89792e-06,0.0,,,
s000255,1,1,deposited_layer,3.5e-06,6.07,1.3904e-05,0.0,8.11989e-06,887.31,14.73
s000256,2,1,deposited_layer,0.0,7.28,1.76037e-06,0.0,8.22035e-06,793.46,118.98
s000256,2,2,deposited_layer,0.0,7.28,1.76037e-06,0.0,-3.29605e-07,340.08,34.71
s000257,2,1,deposited_layer,4.32e-06,4.81,3.55881e-06,0.0,2.77038e-06,389.48,18.97
s000257,2,2,deposited_layer,4.32e-06,4.81,3.55881e-06,0.0,5.32847e-06,261.95,24.43
s000258,2,1,deposited_layer,0.0,7.31,3.06275e-06,0.0,3.34293e-07,535.21,77.59
s000258,2,2,deposited_layer,0.0,7.31,3.06275e-06,0.0,5.18325e-06,812.67,82.63
s000259,0,0,substrate_interface,4.32e-06,9.49,5.16463e-06,0.0,,,
s000260,2,1,deposited_layer,2.07e-06,3.48,8.99755e-06,0.0,9.47303e-06,682.38,71.75
s000260,2,2,deposited_layer,2.07e-06,3.48,8.99755e-06,0.0,2.73307e-06,416.99,2.29
s000261,0,0,substrate_interface,4.32e-06,5.55,1.12509e-05,0.0,,,
s000262,1,1,deposited_layer,4.32e-06,5.32,1.02379e-05,0.0,5.12811e-06,73.34,3.77
s000263,2,1,deposited_layer,0.0,6.82,1.6995e-06,0.0,2.45464e-06,359.38,34.48
s000263,2,2,deposited_layer,0.0,6.82,1.6995e-06,0.0,1.16729e-05,887.83,68.52
s000264,2,1,deposited_layer,3.5e-06,7.72,8.51715e-06,0.0,5.35981e-07,864.7,136.49
s000264,2,2,deposited_layer,3.5e-06,7.72,8.51715e-06,0.0,1.21229e-05,568.79,3.74
s000265,0,0,substrate_interface,3.5e-06,9.79,2.69024e-06,0.0,,,
s000266,0,0,substrate_interface,4.32e-06,9.36,1.01301e-05,0.0,,,
s000267,0,0,substrate_interface,3.5e-06,1.66,1.40289e-05,0.0,,,
s000268,0,0,substrate_interface,2.07e-06,3.58,1.0178e-05,0.0,,,
s000269,2,1,deposited_layer,2.07e-06,2.57,1.03445e-05,0.0,6.5157e-06,472.5,56.18
s000269,2,2,deposited_layer,2.07e-06,2.57,1.03445e-05,0.0,4.62713e-07,976.34,241.93
s000270,1,1,deposited_layer,0.0,8.54,7.79976e-06,0.0,2.81278e-06,636.65,77.63
s000271,2,1,deposited_layer,3.5e-06,2.54,5.99664e-06,0.0,1.12562e-05,944.52,103.98
s000271,2,2,deposited_layer,3.5e-06,2.54,5.99664e-06,0.0,1.35708e-05,256.53,60.98
s000272,1,1,deposited_layer,3.5e-06,7.18,5.78164e-06,0.0,1.42393e-05,1466.18,32.78
s000273,2,1,deposited_layer,4.32e-06,8.35,1.21195e-05,0.0,1.11022e-05,910.45,210.03
s000273,2,2,deposited_layer,4.32e-06,8.35,1.21195e-05,0.0,1.12518e-05,518.01,29.79
s000274,2,1,deposited_layer,3.5e-06,4.69,7.89538e-06,0.0,5.06483e-06,483.0,84.55
s000274,2,2,deposited_layer,3.5e-06,4.69,7.89538e-06,0.0,7.6463e-07,542.53,107.41
s000275,2,1,deposited_layer,4.32e-06,4.11,9.27594e-06,0.0,1.47276e-05,488.96,57.7
s000275,2,2,deposited_layer,4.32e-06,4.11,9.27594e-06,0.0,9.38984e-06,428.24,15.78
s000276,2,1,deposited_layer,3.5e-06,1.57,1.11943e-05,0.0,2.93795e-06,563.18,125.05
s000276,2,2,deposited_layer,3.5e-06,1.57,1.11943e-05,0.0,6.50768e-06,720.76,152.71
s000277,1,1,deposited_layer,2.07e-06,9.18,7.5705e-06,0.0,1.34483e-05,1362.79,335.33
s000278,1,1,deposited_layer,0.0,2.37,3.8141e-07,0.0,9.91972e-06,127.45,21.02
s000279,0,0,substrate_interface,2.07e-06,4.75,2.42385e-07,0.0,,,
s000280,0,0,substrate_interface,2.07e-06,8.57,4.3114e-06,0.0,,,
s000281,0,0,substrate_interface,4.32e-06,3.31,3.01305e-06,0.0,,,
s000282,1,1,deposited_layer,2.07e-06,4.61,7.68659e-06,0.0,7.08959e-06,174.48,18.54
s000283,1,1,deposited_layer,0.0,5.47,1.21846e-05,0.0,3.80727e-06,1451.09,332.98
s000284,1,1,deposited_layer,4.32e-06,4.72,7.79627e-06,0.0,3.71341e-06,171.1,17.26
s000285,0,0,substrate_interface,2.07e-06,6.49,6.95793e-07,0.0,,,
s000286,0,0,substrate_interface,3.5e-06,8.6,-4.03001e-07,0.0,,,
s000287,0,0,substrate_interface,2.07e-06,6.26,9.49983e-07,0.0,,,
s000288,2,1,deposited_layer,0.0,8.4,8.48244e-06,0.0,7.13419e-06,65.14,13.56
s000288,2,2,deposited_layer,0.0,8.4,8.48244e-06,0.0,9.47674e-07,934.64,175.51
s000289,1,1,deposited_layer,0.0,7.57,3.01852e-06,0.0,5.2469e-06,845.88,53.17
s000290,2,1,deposited_layer,2.07e-06,6.78,3.47181e-06,0.0,1.00173e-05,661.35,15.29
s000290,2,2,deposited_layer,2.07e-06,6.78,3.47181e-06,0.0,1.54359e-06,552.18,114.7
s000291,0,0,substrate_interface,2.07e-06,2.19,1.93336e-06,0.0,,,
s000292,1,1,deposited_layer,0.0,9.01,1.41821e-05,0.0,9.13383e-06,579.49,112.5
s000293,1,1,deposited_layer,0.0,8.14,5.83248e-06,0.0,9.91484e-06,597.13,77.77
s000294,0,0,substrate_interface,0.0,6.91,3.45812e-06,0.0,,,
s000295,2,1,deposited_layer,0.0,5.61,6.25968e-06,0.0,2.08626e-06,301.26,6.56
s000295,2,2,deposited_layer,0.0,5.61,6.25968e-06,0.0,1.23433e-05,428.52,53.19
s000296,2,1,deposited_layer,2.07e-06,2.29,7.82251e-06,0.0,6.79142e-06,123.51,5.85
s000296,2,2,deposited_layer,2.07e-06,2.29,7.82251e-06,0.0,8.69662e-06,1221.94,13.92
s000297,1,1,deposited_layer,4.32e-06,4.46,3.0818e-06,0.0,1.02701e-05,1348.61,36.88
s000298,1,1,deposited_layer,0.0,5.2,7.21985e-06,0.0,1.21694e-06,84.43,14.01
s000299,1,1,deposited_layer,4.32e-06,9.24,2.41127e-08,0.0,5.079e-06,265.97,9.17
s000300,2,1,deposited_layer,2.07e-06,8.76,5.0143e-06,0.0,6.07053e-06,232.24,48.42
s000300,2,2,deposited_layer,2.07e-06,8.76,5.0143e-06,0.0,1.23088e-06,745.05,119.23
s000301,1,1,deposited_layer,0.0,2.31,1.06724e-05,0.0,3.67222e-06,599.91,83.12
s000302,1,1,deposited_layer,0.0,2.91,2.33526e-06,0.0,2.688e-06,1408.84,174.36
s000303,0,0,substrate_interface,2.07e-06,5.32,4.31087e-06,0.0,,,
s000304,1,1,deposited_layer,2.07e-06,8.44,2.75237e-06,0.0,6.10567e-06,765.19,73.17
s000305,2,1,deposited_layer,4.32e-06,3.22,9.19569e-06,0.0,1.49558e-05,939.73,202.63
s000305,2,2,deposited_layer,4.32e-06,3.22,9.19569e-06,0.0,6.55016e-06,479.99,93.82
s000306,1,1,deposited_layer,0.0,8.46,7.14443e-06,0.0,6.02535e-06,887.4,124.09
s000307,1,1,deposited_layer,4.32e-06,9.4,1.22237e-05,0.0,5.78561e-06,96.92,12.26
s000308,1,1,deposited_layer,4.32e-06,6.74,2.07146e-06,0.0,9.42153e-06,289.81,48.89
s000309,1,1,deposited_layer,0.0,3.65,5.99937e-06,0.0,1.25336e-05,442.78,40.85
s000310,1,1,deposited_layer,3.5e-06,9.76,7.21716e-06,0.0,1.13026e-06,1151.07,37.77
s000311,1,1,deposited_layer,4.32e-06,9.96,3.11364e-06,0.0,7.99585e-06,715.2,23.27
s000312,2,1,deposited_layer,4.32e-06,3.99,7.23702e-06,0.0,5.86105e-06,883.09,107.38
s000312,2,2,deposited_layer,4.32e-06,3.99,7.23702e-06,0.0,6.0092e-06,481.24,95.29
s000313,2,1,deposited_layer,3.5e-06,8.44,8.94484e-06,0.0,3.15066e-06,824.86,123.24
s000313,2,2,deposited_layer,3.5e-06,8.44,8.94484e-06,0.0,9.52855e-06,621.45,68.57
s000314,1,1,deposited_layer,0.0,7.44,9.45198e-06,0.0,1.48686e-05,754.55,34.7
s000315,0,0,substrate_interface,3.5e-06,4.61,1.14942e-05,0.0,,,
s000316,0,0,substrate_interface,4.32e-06,5.39,1.05284e-05,0.0,,,
s000317,1,1,deposited_layer,2.07e-06,2.55,1.42222e-05,0.0,1.24738e-05,688.27,109.08
s000318,1,1,deposited_layer,0.0,7.14,2.511e-06,0.0,7.62919e-06,330.59,9.46
s000319,0,0,substrate_interface,2.07e-06,5.74,8.89589e-06,0.0,,,
s000320,0,0,substrate_interface,2.07e-06,6.07,3.38647e-06,0.0,,,
s000321,2,1,deposited_layer,4.32e-06,7.31,9.92908e-06,0.0,4.01492e-06,950.17,123.44
s000321,2,2,deposited_layer,4.32e-06,7.31,9.92908e-06,0.0,1.10323e-05,396.24,14.07
s000322,1,1,deposited_layer,0.0,4.14,8.99748e-06,0.0,1.38754e-05,1327.34,191.16
s000323,2,1,deposited_layer,0.0,4.66,3.53412e-06,0.0,1.31348e-05,903.48,169.42
s000323,2,2,deposited_layer,0.0,4.66,3.53412e-06,0.0,5.3639e-06,518.05,46.33
s000324,0,0,substrate_interface,0.0,8.85,1.11052e-05,0.0,,,
s000325,2,1,deposited_layer,2.07e-06,8.72,7.74446e-06,0.0,2.66835e-06,960.4,160.39
s000325,2,2,deposited_layer,2.07e-06,8.72,7.74446e-06,0.0,2.75112e-06,485.93,8.3
s000326,2,1,deposited_layer,3.5e-06,2.72,1.21504e-05,0.0,1.37603e-05,597.93,22.92
s000326,2,2,deposited_layer,3.5e-06,2.72,1.21504e-05,0.0,1.45958e-05,458.18,81.71
s000327,0,0,substrate_interface,3.5e-06,9.24,1.40492e-05,0.0,,,
s000328,0,0,substrate_interface,3.5e-06,9.5,4.14181e-06,0.0,,,
s000329,2,1,deposited_layer,2.07e-06,6.52,6.81217e-06,0.0,8.23077e-06,573.75,88.64
s000329,2,2,deposited_layer,2.07e-06,6.52,6.81217e-06,0.0,4.11096e-06,744.24,56.15
s000330,0,0,substrate_interface,4.32e-06,5.14,2.15395e-06,0.0,,,
s000331,0,0,substrate_interface,4.32e-06,1.85,1.20105e-05,0.0,,,
s000332,1,1,deposited_layer,3.5e-06,7.54,1.08038e-05,0.0,6.55286e-06,777.97,74.66
s000333,0,0,substrate_interface,3.5e-06,6.4,3.06134e-06,0.0,,,
s000334,0,0,substrate_interface,4.32e-06,5.5,1.37214e-05,0.0,,,
s000335,1,1,deposited_layer,4.32e-06,9.35,7.225e-06,0.0,2.82917e-06,802.61,23.38
s000336,2,1,deposited_layer,3.5e-06,4.21,1.4875e-05,0.0,1.1889e-05,691.76,160.95
s000336,2,2,deposited_layer,3.5e-06,4.21,1.4875e-05,0.0,7.25886e-06,769.32,174.9
s000337,1,1,deposited_layer,0.0,1.7,1.31388e-05,0.0,1.23947e-05,588.33,73.9
s000338,1,1,deposited_layer,0.0,7.34,5.60917e-07,0.0,6.79863e-06,644.07,28.69
s000339,2,1,deposited_layer,4.32e-06,9.56,1.20502e-05,0.0,1.40637e-05,664.38,55.81
s000339,2,2,deposited_layer,4.32e-06,9.56,1.20502e-05,0.0,4.32758e-06,661.44,57.14
s000340,0,0,substrate_interface,0.0,6.36,6.10818e-06,0.0,,,
s000341,2,1,deposited_layer,3.5e-06,6.23,5.83483e-06,0.0,1.25575e-06,180.57,18.6
s000341,2,2,deposited_layer,3.5e-06,6.23,5.83483e-06,0.0,3.49289e-06,898.39,3.02
s000342,0,0,substrate_interface,4.32e-06,1.99,3.74412e-06,0.0,,,
s000343,2,1,deposited_layer,3.5e-06,2.02,5.88425e-06,0.0,6.96554e-06,658.33,158.06
s000343,2,2,deposited_layer,3.5e-06,2.02,5.88425e-06,0.0,1.87572e-07,359.81,41.85
s000344,2,1,deposited_layer,0.0,4.76,1.39833e-05,0.0,1.25217e-05,926.2,102.54
s000344,2,2,deposited_layer,0.0,4.76,1.39833e-05,0.0,1.17897e-05,346.77,48.66
s000345,1,1,deposited_layer,0.0,9.54,2.81582e-06,0.0,7.16585e-06,1392.46,64.19
s000346,0,0,substrate_interface,3.5e-06,2.2,2.79182e-06,0.0,,,
s000347,0,0,substrate_interface,4.32e-06,2.09,1.07943e-05,0.0,,,
s000348,1,1,deposited_layer,4.32e-06,5.07,4.92914e-06,0.0,1.17768e-05,100.84,1.23
s000349,2,1,deposited_layer,3.5e-06,4.97,3.12279e-07,0.0,1.38566e-05,231.72,25.74
s000349,2,2,deposited_layer,3.5e-06,4.97,3.12279e-07,0.0,7.29124e-06,557.71,79.35
s000350,0,0,substrate_interface,3.5e-06,9.67,1.18567e-05,0.0,,,
s000351,2,1,deposited_layer,4.32e-06,6.96,1.12697e-05,0.0,5.6789e-06,934.72,133.64
s000351,2,2,deposited_layer,4.32e-06,6.96,1.12697e-05,0.0,2.62572e-06,502.38,12.03
s000352,2,1,deposited_layer,4.32e-06,3.42,2.78372e-06,0.0,1.28312e-05,434.98,49.03
s000352,2,2,deposited_layer,4.32e-06,3.42,2.78372e-06,0.0,1.14982e-05,988.83,163.06
s000353,1,1,deposited_layer,3.5e-06,9.93,3.46786e-06,0.0,1.0056e-05,751.66,64.49
s000354,2,1,deposited_layer,4.32e-06,4.75,5.27744e-06,0.0,1.30025e-05,443.15,84.66
s000354,2,2,deposited_layer,4.32e-06,4.75,5.27744e-06,0.0,2.2881e-06,276.82,17.8
s000355,0,0,substrate_interface,4.32e-06,2.48,2.35135e-06,0.0,,,
s000356,2,1,deposited_layer,2.07e-06,9.7,1.19293e-05,0.0,6.72093e-06,655.59,99.45
s000356,2,2,deposited_layer,2.07e-06,9.7,1.19293e-05,0.0,3.21555e-06,426.8,16.71
s000357,1,1,deposited_layer,0.0,2.42,6.68347e-06,0.0,3.51511e-06,1374.44,337.92
s000358,1,1,deposited_layer,3.5e-06,9.21,3.37788e-06,0.0,1.20186e-05,1242.97,290.32
s000359,1,1,deposited_layer,0.0,1.27,3.7505e-06,0.0,9.31998e-06,651.19,94.44
s000360,0,0,substrate_interface,4.32e-06,5.73,9.41952e-06,0.0,,,
s000361,0,0,substrate_interface,0.0,5.77,1.01269e-06,0.0,,,
s000362,2,1,deposited_layer,4.32e-06,3.5,1.34002e-05,0.0,5.61411e-06,598.4,124.62
s000362,2,2,deposited_layer,4.32e-06,3.5,1.34002e-05,0.0,6.27786e-06,769.54,13.31
s000363,1,1,deposited_layer,0.0,5.22,1.05094e-07,0.0,-4.52022e-07,874.69,155.1
s000364,1,1,deposited_layer,0.0,9.84,-3.16127e-07,0.0,7.57723e-07,953.31,5.82
s000365,2,1,deposited_layer,3.5e-06,2.63,7.93469e-06,0.0,1.31143e-05,978.46,4.8
s000365,2,2,deposited_layer,3.5e-06,2.63,7.93469e-06,0.0,1.3714e-05,299.99,9.6
s000366,2,1,deposited_layer,2.07e-06,2.39,1.0731e-06,0.0,-4.74036e-10,530.47,127.0
s000366,2,2,deposited_layer,2.07e-06,2.39,1.0731e-06,0.0,4.13134e-06,965.98,221.69
s000367,2,1,deposited_layer,4.32e-06,7.51,1.00635e-05,0.0,-6.92973e-08,875.59,121.58
s000367,2,2,deposited_layer,4.32e-06,7.51,1.00635e-05,0.0,1.47935e-05,436.48,89.19
s000368,2,1,deposited_layer,0.0,5.24,1.26181e-05,0.0,1.27755e-05,153.78,37.19
s000368,2,2,deposited_layer,0.0,5.24,1.26181e-05,0.0,1.28769e-05,522.9,84.52
s000369,0,0,substrate_interface,3.5e-06,8.71,6.82477e-06,0.0,,,
s000370,2,1,deposited_layer,3.5e-06,2.91,8.97629e-06,0.0,3.34131e-06,706.11,131.1
s000370,2,2,deposited_layer,3.5e-06,2.91,8.97629e-06,0.0,6.44004e-06,738.33,149.87
s000371,2,1,deposited_layer,4.32e-06,1.6,8.49939e-07,0.0,4.83684e-07,656.61,89.34
s000371,2,2,deposited_layer,4.32e-06,1.6,8.49939e-07,0.0,1.10047e-05,404.63,14.08
s000372,2,1,deposited_layer,2.07e-06,9.92,6.46095e-06,0.0,8.29756e-06,832.83,100.76
s000372,2,2,deposited_layer,2.07e-06,9.92,6.46095e-06,0.0,6.30594e-06,636.05,38.36
s000373,2,1,deposited_layer,0.0,7.42,3.65785e-06,0.0,1.2991e-05,728.31,160.06
s000373,2,2,deposited_layer,0.0,7.42,3.65785e-06,0.0,1.49089e-05,580.06,88.81
s000374,1,1,deposited_layer,4.32e-06,6.76,4.56756e-06,0.0,1.35178e-05,801.71,7.49
s000375,2,1,deposited_layer,2.07e-06,6.32,5.72423e-06,0.0,3.93412e-06,525.29,121.45
s000375,2,2,deposited_layer,2.07e-06,6.32,5.72423e-06,0.0,2.25706e-06,484.13,5.43
s000376,2,1,deposited_layer,0.0,2.74,4.53626e-06,0.0,1.2251e-05,338.77,4.19
s000376,2,2,deposited_layer,0.0,2.74,4.53626e-06,0.0,3.8234e-06,523.12,96.48
s000377,0,0,substrate_interface,2.07e-06,6.3,7.87477e-06,0.0,,,
s000378,0,0,substrate_interface,0.0,5.67,9.01555e-06,0.0,,,
s000379,0,0,substrate_interface,3.5e-06,8.84,7.35891e-06,0.0,,,
s000380,1,1,deposited_layer,3.5e-06,9.12,9.60038e-06,0.0,4.54413e-06,787.69,139.17
s000381,2,1,deposited_layer,0.0,8.18,1.31148e-05,0.0,1.41542e-05,118.12,4.48
s000381,2,2,deposited_layer,0.0,8.18,1.31148e-05,0.0,1.44095e-05,56.9,6.48
s000382,2,1,deposited_layer,3.5e-06,4.93,8.9078e-06,0.0,1.46837e-05,676.1,6.49
s000382,2,2,deposited_layer,3.5e-06,4.93,8.9078e-06,0.0,1.75783e-06,515.44,59.77
s000383,1,1,deposited_layer,3.5e-06,8.17,4.7193e-06,0.0,6.24629e-06,151.38,30.62
s000384,2,1,deposited_layer,3.5e-06,3.38,7.6773e-06,0.0,4.45856e-06,296.99,22.84
s000384,2,2,deposited_layer,3.5e-06,3.38,7.6773e-06,0.0,1.35507e-05,601.59,62.43
s000385,1,1,deposited_layer,0.0,2.97,4.74374e-06,0.0,4.95757e-06,187.53,34.67
s000386,0,0,substrate_interface,4.32e-06,7.87,2.14228e-06,0.0,,,
s000387,1,1,deposited_layer,2.07e-06,5.11,7.04011e-06,0.0,1.12734e-05,870.33,100.32
s000388,2,1,deposited_layer,3.5e-06,8.89,5.84092e-06,0.0,4.9194e-06,91.77,18.45
s000388,2,2,deposited_layer,3.5e-06,8.89,5.84092e-06,0.0,-2.24435e-07,250.44,22.59
s000389,0,0,substrate_interface,3.5e-06,7.56,6.96097e-06,0.0,,,
s000390,2,1,deposited_layer,0.0,6.66,2.0267e-06,0.0,9.69422e-06,162.37,3.69
s000390,2,2,deposited_layer,0.0,6.66,2.0267e-06,0.0,1.43286e-05,479.44,7.02
s000391,0,0,substrate_interface,4.32e-06,5.38,9.77692e-06,0.0,,,
s000392,1,1,deposited_layer,0.0,3.56,1.30093e-05,0.0,1.34085e-05,700.17,11.06
s000393,2,1,deposited_layer,2.07e-06,3.89,4.27612e-06,0.0,1.2047e-05,21.96,5.03
s000393,2,2,deposited_layer,2.07e-06,3.89,4.27612e-06,0.0,7.22969e-06,901.9,168.46
s000394,2,1,deposited_layer,4.32e-06,4.54,1.58796e-06,0.0,9.62822e-07,629.74,148.86
s000394,2,2,deposited_layer,4.32e-06,4.54,1.58796e-06,0.0,3.4424e-06,629.61,138.3
